Name,Comment,Time,Likes,Reply Count
Name,Comment,Time,Likes,Reply Count
@Ima_girl8,"Pandji mach bagian skenario ini sel, bego bener dech u. Di tangsel itu suara prabowo besar, suara gerindra kecilnya bukan maen... Jadi saat ini gerindra seakan akan partai yang bener2 mendengar suara rakyat, 😂😂😂...",2024-10-09T02:49:04Z,1,0
@BintangAdiaksa,udah enak2 kerja stand up halal berkah lumayan kaya aman dll,2024-10-09T02:40:15Z,0,0
@gilangguswara3246,"Bang, marsel kitak semua takut elu jadi tumbal politik kasih entar itu ajak makanya semua kawan elu kritik pedas  elu",2024-10-09T02:17:37Z,0,0
@MuhamadFajri-nv4xk,Inget kata dzawin ?,2024-10-08T22:59:44Z,0,0
@hidayatullahzac5251,"mundur karena banyak warga tangsel yg nolak, trnasuk saya, 1 kelurahan di tmpt saya menolak bang marcel.",2024-10-08T18:15:34Z,1,0
@andiyulianto9405,"Muka muka penjilat kaya gini bahaya kalo sampe jadi, nambah ancur negara,😅😅",2024-10-08T17:25:16Z,1,0
@michaelmarcorsibuea9954,"Aku gak suka MANUSIA PENJILAT kek si Marshel Bodat ini. Tapi Aku suka dari si Marshel ini dia Konsisten, KONSISTEN MENJILAT!",2024-10-08T16:48:32Z,0,0
@leonleonardo6361,Hallo,2024-10-08T16:00:11Z,1,0
@fbayoutube,"Jangan dengerin Pandji, Sel. Dia khawatir kehidupan lu lebih hebat dari dia. Muntahin aja semua omongannya.",2024-10-08T15:01:22Z,0,0
@irgifahreza2287,Bunglon,2024-10-08T14:32:01Z,0,0
@okigaizka,"Om Ded utk kepentingan komersil podcast mengundang kembali dan memberi panggung marshel..itu hitungan bisnis close the door whoch is langkah komersil yg tepat. Tapi untuk menerima dan percaya bahwa Marshel telah berubah..setelah apa yg dia lakukan, dapat diungkapkan dengan..kalo boleh pinjem nasehat Bintang emon kepada marshel...""Jangan bego ya!?.
Yg diperlukan bagi Marshel adalah kita memberi dia sebuah Cermin.",2024-10-08T12:49:14Z,1,0
@HelvinaSaputri,"Kren marsel, sudh berdamai",2024-10-08T10:05:35Z,0,0
@rezaardi,dengan liat podcas ini saya yang tadinya tidak yakin menjadi yakin bahwa marshel tidak ada isinya,2024-10-08T09:21:02Z,0,0
@tinarohaeni773,Kenapa tiap ngomongselalu ketawa sih gene,2024-10-08T08:20:21Z,0,0
@user-pf8pv6cn1u,"Ini podcast kyk lg nyindir royal family,geser menggeser",2024-10-08T06:39:07Z,0,0
@danumaulanaaryaa1705,Boneka Partai,2024-10-08T06:24:35Z,0,0
@fernando9593,"om ded maaf undang sintya marisca sama jirayut dong
Om ded blom pernah undang dia ber2  pasti rame bnyak yg nonton mksih sblomnya salm sehat sllu 🙏🏼🙏🏼🙏🏼",2024-10-08T05:15:11Z,0,0
@MuhammadFahriiii,Berisik banget nih anjelo,2024-10-08T04:37:10Z,0,0
@wiryawibisana7701,"Cuma buat boneka partai,jadi kacung doang lol , cell cell",2024-10-08T04:31:42Z,0,0
@destysari8921,"Terpesona nya malah sama om Ded, kok ya tahan banget, anteng banget ngobrol sama Marcell😂",2024-10-08T03:10:50Z,0,0
@ErzaWunos,"sdm butut anying kocak, jd males nntnya dahlah ga kuat wkwkw",2024-10-08T02:53:42Z,0,0
@rejekiagung7429,"Kalau memang mau berjuang untuk rakyat belum telat lah,minimal belajar lebih lagi supaya otak ada isinya.
Kalau memang belum ada modal untuk itu ya meskipun tugas dari partai tolak dulu dan meminta kesempatan lain waktu,itupun kalau mau memperbaiki diri kalau enggak ya gak usah mimpi jadi pemimpin rakyat.",2024-10-08T02:27:54Z,0,0
@ninekings5941,"Untung, amit² manusia ky gini jadi pejabat publik",2024-10-08T00:51:54Z,0,0
@jong-gol2779,Penjilat sejati,2024-10-07T23:23:18Z,0,0
@khalidbafela5148,Om ded undang Alwi assegaf dong.,2024-10-07T20:50:44Z,0,0
@FaisalRozaq-hw7rp,Jijik gw denger ketawanya,2024-10-07T20:20:09Z,1,0
@maulanadisyafa4750,Mulai menjilat artis lagi ni cel. Kemane aje LAu,2024-10-07T19:00:54Z,0,0
@aziz0303,"Yang ngusulin pasti orang tua yang fomo dengan kekuatan medsos jdi gusulin marsel karna terkenal, tapi goblok",2024-10-07T17:47:51Z,0,0
@putrarudyta9412,Bukan perihal lu dulu pengen bikin semua orang seneng sel . Emang lu gak bisa managed waktu lu dan emang lu maruk kerjaan . 😅,2024-10-07T15:51:12Z,0,0
@khalilzulhadipradani8832,Gw udah sangat² berusaha 1 jam mendengar kemunafikan😂,2024-10-07T15:45:30Z,0,0
@khalilzulhadipradani8832,"Dari stand up nya maksa, dan skrg apa² yg dia lakukan makin terlihat maksa😅",2024-10-07T15:38:54Z,0,0
@hariswan999,Kurang lebih kurang,2024-10-07T14:35:12Z,1,0
@jazzy6312,Di Amerika ada P.Diddy ternyata di Indonesia jg ada Mas Deddy 😂,2024-10-07T08:38:30Z,0,0
@Araffiganteng,"Suruh pangkas itu om, kumel amat😅😅😅",2024-10-07T06:33:04Z,0,0
@HazuLink,diundurin dulu buat sekolah .... artinya lu cuma jadi BATU PIJAKAN DOANG !!!!!!,2024-10-07T06:32:48Z,0,0
@yuliusmayoru35,"menit 49, HARUSNYA JAWABNYA BELUM SESUAI AJA MARCEEEEEEEEEEEEEEELLL",2024-10-07T05:11:47Z,0,0
@LiyaSudartomo,om. undang gus miftah.. klarifikasi yg lagi viral.. biar segera ada penjelasan..✌️🙏,2024-10-07T04:26:05Z,0,0
@Regaa,Gue penasaran endingnya... topik apa si yg ga berani dibaca 😅,2024-10-07T02:39:33Z,0,0
@ahudaadventure3005,Alhamdulillah tangsel diselamatkan dari calon wakil walikota seperti ini,2024-10-07T00:36:28Z,0,0
@AnggiW-g5z,Itu PIP yg menjadi sogokan untuk orang tua murid agar memilih calon wakil rakyat tertentu. Kalo dia mau menang PIP harus milih oknum itu.,2024-10-06T19:44:45Z,0,0
@gamebolaterbaru,Tombol benci jokowi,2024-10-06T18:27:43Z,0,0
@bobsky3606,"The real petugas partai
Yg satu ikut komando atasan
Yg datu bantuin bersihkan nama sesama kader",2024-10-06T17:29:28Z,0,0
@Viant_Poenya,Marshel lebih cocok stand up comedy aja.,2024-10-06T16:54:09Z,0,0
@kingharlequin9665,"Masih mending maresel dari pada si temonn eh salah bintang omon yg demo"" giliran skarang pdi dinasti pada bungkam kmnaa tu orang"" coba om ded yg kmarin demo di undang dong tanya knapa giliran pdi yg dinasti pada bungkam  mana kuda"" yg kmarin di tunggangi g pada demo lagi ??",2024-10-06T14:14:49Z,0,0
@gifarostudio3585,Chanel ini gk berani angkat topik fufufafa yaaa😅😅😅😅😅,2024-10-06T13:22:05Z,1,0
@bonangstore2774,Tau diri sama percaya diri itu beda  coiy..over percaya diri bisa bikin orang gak tau diri.. contoh nyatanya ya marsel ini,2024-10-06T12:50:10Z,0,0
@oqfauzi,"Gw paham knapa marsel undur diri pencalonan CAWALKOT TANGSEL, mungkin karena KRITIS sama PIP yg dia maksud.
Jd partai merasa bahaya bila memang marcel hanya fokus ke keritisnya aja, sedangkan partai mau dia berfokus ke elektabilitas dulu.",2024-10-06T12:36:33Z,0,0
@defendbasic8863,Ngomong apa sih marchel,2024-10-06T10:44:53Z,0,0
@skidipapigeminktv6333,Demi ngejar duit sama kekuasaan orang bisa jadi sebegitu gak tau malu dan segitu rendah gak ada harga dirinya yaaa sel.,2024-10-06T09:37:19Z,0,0
@wisnuhartono6068,"khas banget ketawanya marshel, kyk kalkun horny",2024-10-06T08:36:20Z,0,0
@kellakella2518,Om ded klo bsa aku mnta di bantu.istri sya lgi di rmh sakit.aku lgi btuh banget buat biaya keguguran istri saya om.mksih om,2024-10-06T08:32:03Z,0,0
@adhigande5620,Mana ni video dengan Dharma Pongrekun?,2024-10-06T07:33:53Z,0,0
@stockton-op7kq,gegayaan doang,2024-10-06T06:48:57Z,0,0
@ARVTV22,Kader loe Mah KEDER,2024-10-06T06:27:22Z,0,0
@sitiirawati8664,Udh chel mending lu kumkum aja dlu ampe daki lu pada rontok.,2024-10-06T05:06:42Z,0,0
@AchoorLeboor,"Sel, coba dulu aja jadi ketua rt/rw. Lu kan bkn anak pejabat.",2024-10-06T04:28:12Z,0,0
@HeriAlam2024,"Kalau aku lebih ganteng dari lohh, lebih banyak pendukungnya, lebih kaya dari lohh, lebih populer dari lohh, lebih lucu dari lohh. Aku tetep tdk akan maju. Krn aku lebih sadar dari lohhh bahwa aku tdk mampu dan belum bisa jadi wakil rakyat dan mensejahterakan rakyat.",2024-10-06T03:57:39Z,0,0
@yp9244,Untung ga jadi..kalo dia ampe maju..kasian tangsel,2024-10-06T03:14:32Z,0,0
@pbb.dpc.padangsidimpuan2306,"Sudah hukum alam kalau orang kecil nyalon dihujat dengan kata kata yang sepertinya lucu lucuan tapi menyakiti, tapi kalau koruptor nyalon pada mingkem ni para nitijen....",2024-10-06T02:13:05Z,0,1
@ariqsans4446,"Lah ini masalah kemampuan bukan orang kecil orang besar
Ya meskipun kadang hal itu selaras",2024-10-10T13:33:10Z,0,
@ummukarromah5673,Gw merasa Marsel ga ngomong jujur terkesan pencitraan doang,2024-10-06T01:59:05Z,0,0
